16807.000000;282475249.000000;1622650073.000000;984943658.000000;1144108930.000000;470211272.000000;101027544.000000;1457850878.000000;1458777923.000000;2007237709.000000;823564440.000000;1115438165.000000;1784484492.000000;74243042.000000;114807987.000000;1137522503.000000;1441282327.000000;16531729.000000;823378840.000000;143542612.000000;896544303.000000;1474833169.000000;1264817709.000000;1998097157.000000;1817129560.000000;1131570933.000000;197493099.000000;1404280278.000000;893351816.000000;1505795335.000000;1954899097.000000;1636807826.000000;563613512.000000;101929267.000000;1580723810.000000;704877633.000000;1358580979.000000;1624379149.000000;2128236579.000000;784558821.000000;530511967.000000;2110010672.000000;1551901393.000000;1617819336.000000;1399125485.000000;156091745.000000;1356425228.000000;1899894091.000000;585640194.000000;937186357.000000;1646035001.000000;1025921153.000000;510616708.000000;590357944.000000;771515668.000000;357571490.000000;1044788124.000000;1927702196.000000;1952509530.000000;130060903.000000;1942727722.000000;1083454666.000000;1108728549.000000;685118024.000000;2118797801.000000;1060806853.000000;571540977.000000;194847408.000000;2035308228.000000;158374933.000000;1075260298.000000;824938981.000000;595028635.000000;1962408013.000000;1137623865.000000;997389814.000000;2020739063.000000;107554536.000000;1635339425.000000;1654001669.000000;1777724115.000000;269220094.000000;34075629.000000;1478446501.000000;1864546517.000000;1351934195.000000;1581030105.000000;1557810404.000000;2146319451.000000;1908194298.000000;500782188.000000;657821123.000000;753799505.000000;1102246882.000000;1269406752.000000;1816731566.000000;884936716.000000;1807130337.000000;578354438.000000;892053144.000000
1153851501.000000;1004844897.000000;616783871.000000;382955828.000000;330111137.000000;1227619358.000000;1723153177.000000;70982397.000000;1147722294.000000;1070477904.000000;2051621609.000000;1606946231.000000;1190959745.000000;1912844175.000000;1341853635.000000;1808266298.000000;343098142.000000;456880399.000000;1534827968.000000;280090412.000000;195400260.000000;589673557.000000;6441594.000000;889688008.000000;57716395.000000;1524325968.000000;2014119113.000000;515204530.000000;388471006.000000;681910962.000000;1904797942.000000;1400285365.000000;322842082.000000;1463179852.000000;828530767.000000;832633821.000000;1073185695.000000;316824712.000000;1260973671.000000;1815859901.000000;1267248590.000000;2051724831.000000;1194314738.000000;318153057.000000;2111631616.000000;877819790.000000;304555640.000000;1213110679.000000;541437335.000000;1049077006.000000;996497972.000000;2063936098.000000;270649095.000000;428975319.000000;685583454.000000;1351345223.000000;272112289.000000;1398556760.000000;1334948905.000000;1724586126.000000;532236123.000000;1023129506.000000;836045813.000000;436476770.000000;60935238.000000;1936329094.000000;915896220.000000;304987844.000000;2034712366.000000;881140534.000000;281725226.000000;1901915394.000000;197941363.000000;348318738.000000;152607844.000000;784559590.000000;543436550.000000;290145159.000000;1681808623.000000;977764947.000000;750597385.000000;971307217.000000;1737195272.000000;2000755539.000000;1399399247.000000;462242385.000000;1459413496.000000;1951894885.000000;537140623.000000;1848682420.000000;1012028144.000000;1086531968.000000;1289335735.000000;1755699915.000000;1623161625.000000;992663534.000000;2043046042.000000;1358796011.000000;943454679.000000;1771024152.000000
1479575244.000000;1507977295.000000;2119878818.000000;2049590396.000000;1828087692.000000;621301815.000000;1154112991.000000;1104740033.000000;222122669.000000;889119397.000000;1238489553.000000;1882410547.000000;944975825.000000;1567121210.000000;1866729662.000000;1536830211.000000;1719533808.000000;1517273377.000000;1592822761.000000;41000625.000000;1902737335.000000;1127401868.000000;994977995.000000;140002776.000000;1532062767.000000;1049997439.000000;1433829874.000000;1464689331.000000;428540556.000000;1968456301.000000;1859468872.000000;1911300560.000000;1168120094.000000;298918984.000000;967113755.000000;2124639789.000000;462851407.000000;957828015.000000;678030193.000000;1105222769.000000;1893015680.000000;944303455.000000;1004016855.000000;1732267506.000000;784170963.000000;454233502.000000;2145586676.000000;329863108.000000;1353963249.000000;1323602331.000000;1277844.000000;1887638.000000;1660760808.000000;1561939997.000000;685428651.000000;897054849.000000;1465645203.000000;1461495731.000000;440796531.000000;1796198014.000000;1522395419.000000;1779636775.000000;203042009.000000;175530180.000000;1640687929.000000;1351995223.000000;459244054.000000;458588260.000000;174076737.000000;834991545.000000;2044747317.000000;2034837525.000000;837204200.000000;578134256.000000;1486421564.000000;609960597.000000;1668306648.000000;1683337704.000000;907225550.000000;605925150.000000;416541976.000000;24301412.000000;411938554.000000;2111482797.000000;524102504.000000;1760348381.000000;293034748.000000;855007065.000000;1290659378.000000;379847699.000000;1778878209.000000;338725129.000000;2121578553.000000;552265483.000000;501650447.000000;218264607.000000;471180773.000000;1363045322.000000;1494664305.000000;1706755176.000000
1495170053.000000;1616927224.000000;1437784630.000000;1360280366.000000;121205400.000000;1284660444.000000;487495370.000000;684570285.000000;1502883016.000000;252193898.000000;1637608155.000000;1129841133.000000;1189515557.000000;1262696576.000000;707953178.000000;1509658266.000000;307187357.000000;347221711.000000;1042227878.000000;1847320614.000000;1746474819.000000;1195795737.000000;1586983133.000000;678620591.000000;290623720.000000;1135048762.000000;667306633.000000;1262976197.000000;1112576031.000000;925238588.000000;555860589.000000;795054873.000000;843998877.000000;959637304.000000;1021979358.000000;832861200.000000;599777254.000000;168068960.000000;794014915.000000;545293947.000000;1442645480.000000;1452207730.000000;1103669955.000000;1564674546.000000;1547837107.000000;2028841238.000000;989340000.000000;2018984926.000000;690545035.000000;988774857.000000;1110561113.000000;1420250114.000000;862929593.000000;1300601360.000000;2118498354.000000;322968418.000000;1439025357.000000;738342585.000000;1163313729.000000;1122721015.000000;1780776563.000000;32106102.000000;588860917.000000;1380786643.000000;1172819419.000000;1971062967.000000;572547747.000000;2083245269.000000;529855395.000000;1812423303.000000;1490404473.000000;978719103.000000;1754711748.000000;47424385.000000;345205658.000000;1518163459.000000;1520045406.000000;937673930.000000;1250739824.000000;1614285132.000000;2129300973.000000;1493959603.000000;600246897.000000;1618907920.000000;367603950.000000;9135231.000000;1064488480.000000;171620203.000000;350213900.000000;1939824520.000000;1681462533.000000;1603481258.000000;937217003.000000;13618676.000000;1255820950.000000;1113423934.000000;143558780.000000;1168279879.000000;836941832.000000;463482574.000000
828433549.000000;1346174542.000000;1415306249.000000;1523252771.000000;1156766310.000000;601915879.000000;1752200983.000000;798669970.000000;1473392040.000000;666082723.000000;20073650.000000;222902971.000000;1118753229.000000;1666190318.000000;473917746.000000;118710299.000000;151687230.000000;344185621.000000;1554270776.000000;637850124.000000;108668244.000000;1026076958.000000;981747696.000000;1116666771.000000;958829064.000000;322791560.000000;614056598.000000;1790318751.000000;1493869940.000000;1240764503.000000;1462789551.000000;711192801.000000;123427205.000000;2119315080.000000;1164780418.000000;3559274.000000;1838659649.000000;63040413.000000;810783320.000000;1051519025.000000;1237322012.000000;1586901783.000000;1458854788.000000;1151624117.000000;76424008.000000;263081550.000000;2090265324.000000;404319195.000000;754451257.000000;1318824511.000000;1304835690.000000;270438666.000000;1187262410.000000;2048760593.000000;766490553.000000;1799809565.000000;2092190960.000000;556228742.000000;540151403.000000;911254352.000000;1746007307.000000;1928256141.000000;525244910.000000;1633413200.000000;1492192799.000000;970343127.000000;566120171.000000;1429157787.000000;250334414.000000;450031625.000000;244116641.000000;1174619517.000000;13055348.000000;377901842.000000;1287114315.000000;927515974.000000;177181445.000000;1476211373.000000;805972220.000000;1795739911.000000;265509239.000000;2090245054.000000;63641305.000000;172556929.000000;1061382253.000000;1652354189.000000;2005815166.000000;537204356.000000;772359304.000000;1651659860.000000;1073645898.000000;1609005592.000000;1442901720.000000;1463866116.000000;1625151580.000000;78098867.000000;495149352.000000;476026939.000000;1208178698.000000;1401494901.000000
1324160811.000000;797716616.000000;482756891.000000;501848671.000000;1402331728.000000;356326671.000000;1597951661.000000;343077045.000000;102303120.000000;1421620240.000000;268317158.000000;2038299453.000000;1039769627.000000;1333685350.000000;1962853711.000000;38535563.000000;1274629594.000000;1550207533.000000;1066401727.000000;115307827.000000;948398795.000000;1114919531.000000;1657737442.000000;140351516.000000;950885006.000000;2098478515.000000;1004466924.000000;706642601.000000;957627097.000000;1596168661.000000;440967103.000000;368034324.000000;799980108.000000;2018044936.000000;2072002281.000000;547517015.000000;151043710.000000;265963216.000000;1130301905.000000;343775973.000000;1111767781.000000;225882720.000000;1807270791.000000;791481169.000000;910297865.000000;702715827.000000;1532329536.000000;1238616728.000000;1872357125.000000;1628320384.000000;1796580167.000000;1502789949.000000;835500476.000000;2008416046.000000;1300521576.000000;777568666.000000;1158577467.000000;977260520.000000;862627384.000000;516341991.000000;178425210.000000;905333258.000000;1014428211.000000;622268744.000000;225419518.000000;464685718.000000;1722321934.000000;1132666825.000000;1436280767.000000;1854658689.000000;523449818.000000;1528073014.000000;566211825.000000;822102918.000000;173958028.000000;987333029.000000;500078034.000000;1708006727.000000;1055151240.000000;6933754.000000;571486540.000000;1427408396.000000;913090935.000000;401203083.000000;2069048048.000000;287846865.000000;1709087011.000000;2031615252.000000;367553064.000000;1301377876.000000;137017237.000000;746232675.000000;628070245.000000;1094482710.000000;1773470415.000000;1791728192.000000;1560024710.000000;707454747.000000;1722463037.000000;1356701299.000000
97368447.000000;88949715.000000;329241693.000000;1647259579.000000;132567129.000000;1115195164.000000;1995333979.000000;473553501.000000;439295525.000000;191110289.000000;1502574958.000000;1517114033.000000;1062211800.000000;562165089.000000;1528087670.000000;812535217.000000;430880846.000000;499521038.000000;936509543.000000;1008240338.000000;1849385936.000000;2098603321.000000;954597719.000000;73536496.000000;1124791247.000000;67943788.000000;1617428359.000000;1270425987.000000;1767145035.000000;707765235.000000;498383912.000000;1152185684.000000;924745989.000000;866683784.000000;2120263734.000000;2076422667.000000;1826500519.000000;1862972615.000000;669167045.000000;318665976.000000;2142326661.000000;1373365825.000000;1005182819.000000;2001271631.000000;1483422903.000000;1751072698.000000;1162936798.000000;1230092639.000000;341914004.000000;2029909503.000000;1763800679.000000;333748765.000000;88207391.000000;737904107.000000;236264924.000000;207314365.000000;1114057121.000000;48114454.000000;1205777106.000000;1840127450.000000;1110051703.000000;1448530832.000000;1583071032.000000;1499932141.000000;48961654.000000;412281977.000000;1440942217.000000;742753900.000000;142357289.000000;302173465.000000;1978084747.000000;476003622.000000;816289879.000000;1258459317.000000;359301516.000000;56564048.000000;1484182762.000000;1637121029.000000;1532649039.000000;166052708.000000;1266605903.000000;1987502657.000000;1996510761.000000;924375752.000000;1086561466.000000;1785108621.000000;1974044557.000000;1292006996.000000;1554426955.000000;1115266930.000000;1054021494.000000;346645555.000000;2096192221.000000;1233429312.000000;586802293.000000;1141231427.000000;1500142232.000000;1432477444.000000;209234791.000000;1178402198.000000
1311549152.000000;1434444856.000000;1063273570.000000;1227464303.000000;1264627439.000000;947712914.000000;324735799.000000;1078626766.000000;1570591835.000000;67981921.000000;110846043.000000;1121122752.000000;688574086.000000;75289719.000000;526439150.000000;230168410.000000;822418623.000000;1185044669.000000;1282409605.000000;1312349943.000000;2008437311.000000;1657922431.000000;1101977992.000000;1045139816.000000;1396138699.000000;1496786971.000000;875180639.000000;1045501370.000000;1030325836.000000;1525679891.000000;1147182857.000000;594094833.000000;1300383328.000000;601518177.000000;1510474410.000000;1139217683.000000;2014885176.000000;505523489.000000;887972091.000000;1283070434.000000;1681484711.000000;1976226904.000000;1463491026.000000;1763464891.000000;1132610790.000000;494500522.000000;308559364.000000;1931706890.000000;539924884.000000;1399116813.000000;10341441.000000;2009907127.000000;591316179.000000;1844185784.000000;598994537.000000;2045329870.000000;1088387561.000000;264032581.000000;894374165.000000;1508545802.000000;937357732.000000;231367332.000000;1645347854.000000;214459759.000000;947609847.000000;739972377.000000;637940462.000000;1626979010.000000;726943819.000000;710298150.000000;119413377.000000;1230900941.000000;1042143836.000000;434826720.000000;245832299.000000;2092396112.000000;1856734759.000000;1056219956.000000;788974390.000000;1728536152.000000;348330048.000000;342695014.000000;123959044.000000;320514918.000000;1005240150.000000;817350101.000000;1897741295.000000;910819821.000000;885295731.000000;1398644501.000000;662128245.000000;129154961.000000;1748946057.000000;1927703510.000000;1974593928.000000;1935350805.000000;1653662173.000000;366782137.000000;1229309669.000000;67439096.000000
1725004503.000000;1121447421.000000;1850318675.000000;595278518.000000;1867224300.000000;1260276489.000000;835740262.000000;1743532054.000000;1128868263.000000;2018358643.000000;902024889.000000;1245245250.000000;1608776735.000000;1891469415.000000;726031364.000000;407052494.000000;1595850963.000000;1543867758.000000;1887985652.000000;156485092.000000;1524957316.000000;1887766714.000000;771761420.000000;192958060.000000;345807450.000000;895063368.000000;207078741.000000;1448891847.000000;1208199196.000000;1746004787.000000;1885902501.000000;1652188234.000000;1364093128.000000;1925270571.000000;1886377448.000000;1044687875.000000;242817253.000000;810641871.000000;821669329.000000;1476562293.000000;261433719.000000;164973471.000000;307738820.000000;1025725764.000000;1521681079.000000;511142630.000000;839594410.000000;2095688080.000000;1350266113.000000;1462863342.000000;1951398138.000000;778248382.000000;1845146044.000000;1705698828.000000;920998393.000000;157863575.000000;1070800980.000000;1039109000.000000;967945596.000000;1073005947.000000;1590767370.000000;2003266087.000000;644506543.000000;313952733.000000;236262852.000000;172490261.000000;2088376824.000000;876554400.000000;511982380.000000;2068370778.000000;1789871857.000000;425373423.000000;278059498.000000;421567014.000000;728252845.000000;1236261662.000000;945468509.000000;1257726610.000000;929596849.000000;790709218.000000;821019290.000000;1288775055.000000;922285743.000000;319518555.000000;1439236385.000000;2137606534.000000;1499086275.000000;864877321.000000;1823811151.000000;1759921226.000000;1703775251.000000;803694459.000000;20632783.000000;1030316714.000000;1372366437.000000;1388337879.000000;1384907698.000000;1715914100.000000;810383137.000000;768094285.000000
836445878.000000;717918284.000000;1489470342.000000;311164915.000000;626045960.000000;1432063067.000000;1834735140.000000;675810707.000000;309543566.000000;1293320728.000000;12000562.000000;1977466363.000000;820241969.000000;1109242890.000000;739712623.000000;567222278.000000;624917313.000000;1790245761.000000;267127010.000000;1362834840.000000;104576978.000000;983646000.000000;809207394.000000;334734507.000000;1623187656.000000;1430166551.000000;24761786.000000;1706993431.000000;1204554544.000000;619880739.000000;892408776.000000;688507584.000000;1105074252.000000;1544374108.000000;1808275514.000000;497991454.000000;998595019.000000;801783028.000000;107466671.000000;158592370.000000;434756663.000000;1215867947.000000;1785684024.000000;907424543.000000;1802916854.000000;629306008.000000;389114981.000000;767780552.000000;2005986288.000000;1265768163.000000;792508359.000000;994411019.000000;1348255379.000000;2028195356.000000;871419461.000000;108408487.000000;955308353.000000;1279743899.000000;1606985788.000000;1855794244.000000;281369880.000000;224582466.000000;1428738283.000000;1789665274.000000;1248300236.000000;1414318909.000000;2108898567.000000;40621834.000000;1978847939.000000;418069684.000000;2078169651.000000;1123289549.000000;598709266.000000;1545747467.000000;1268000110.000000;1797619589.000000;1792486327.000000;1417097773.000000;1568625581.000000;1380889295.000000;750607936.000000;1148637874.000000;1426245435.000000;694558231.000000;1866566972.000000;949983028.000000;1971319798.000000;594139070.000000;2043874587.000000;251766297.000000;893369089.000000;1796102646.000000;2067029090.000000;714958111.000000;1129966612.000000;1150957463.000000;1756872112.000000;1996923781.000000;1423551951.000000;522329230.000000
